id,object_name,address
25763,ДОНАТЕЛЛО ПИЦЦА,"город Москва, Заревый проезд, дом 14/12"
26375,Ресторан «Эль Гаучо»,"город Москва, улица Зацепский Вал, дом 6/13, строение 1"
21466,ГБОУ «Школа с углубленным изучением английского языка» №1208,"город Москва, Зеленодольская улица, дом 33, корпус 3"
150927,Пенная галерея,"город Москва, Зелёный проспект, дом 6, корпус 2"
84013,Крошка Картошка,"город Москва, 1-я Владимирская улица, дом 37/15"
142615,"Шаурма, куры-гриль","город Москва, 1-я Владимирская улица, дом 37/15"
69910,Бургер Кинг,"город Москва, Зелёный проспект, дом 62А"
28814,Столовая ГОУ КАМС №17,"город Москва, Зелёный проспект, дом 74"
139187,Блэк-кофе мини-кофейня,"город Москва, Зубовский бульвар, дом 16-20, строение 1"
26086,Распутин,"город Москва, Зубовский бульвар, дом 25"
28431,СТОЛОВАЯ,"город Москва, Зубовский бульвар, дом 25"
155952,Суши WOK,"город Москва, улица Ибрагимова, дом 5А"
73310,Папа Джонс,"город Москва, Измайловский бульвар, дом 47"
83153,Кафе «БЛЭК-КЭТ»,"город Москва, Измайловский бульвар, дом 47"
28297,Столовая при ДЮСШ 1,"город Москва, Измайловский бульвар, дом 75"
27435,ШКОЛА 298,"город Москва, Изумрудная улица, дом 13, корпус 1"
140738,Кафе Уют,"город Москва, улица Исаковского, дом 2, корпус 1"
155976,Дом хинкали,"город Москва, улица Исаковского, дом 31"
21593,Сити Пицца,"город Москва, улица Исаковского, дом 33, корпус 3"
23365,СТАРАЯ ГАВАНЬ,"город Москва, 2-я Кабельная улица, дом 10"
29041,ШКОЛА №904 ОАО «КДП»,"город Москва, Кавказский бульвар, дом 16, корпус 2"
132486,Дом 12,"город Москва, улица Казакова, дом 8А"
22357,Чито-Ра,"город Москва, улица Казакова, дом 10/2, строение 1"
136546,Кондитерская Волконский,"город Москва, улица Новый Арбат, дом 22"
133416,Кальянная №1,"город Москва, улица Новый Арбат, дом 22"
21839,Шоколадница,"город Москва, улица Новый Арбат, дом 22"
20602,Россо энд Бьянко,"город Москва, Долгоруковская улица, дом 5"
83594,Траттория Семпличе,"город Москва, Долгоруковская улица, дом 39/6"
88745,Кофе Бин,"город Москва, Долгоруковская улица, дом 39/6"
77796,Кафе «Суло»,"город Москва, улица Большие Каменщики, дом 21/8"
146854,Донер кебаб,"город Москва, Пролетарский проспект, дом 14/49, корпус 1"
24570,Бар и бильярд «Стопка»,"город Москва, Кантемировская улица, дом 17, корпус 1"
150654,Love,"город Москва, 2-й квартал Капотня, дом 1"
21659,Бар- буфет «Николай»,"город Москва, Старая Басманная улица, дом 5, строение 1"
26624,Флорентини,"город Москва, Старая Басманная улица, дом 9, корпус 1"
23303,Столовая при ГОУ ЦО № 1816,"город Москва, Кастанаевская улица, дом 11"
70677,Суши Wok,"город Москва, Кастанаевская улица, дом 54"
